"","1","2","3","4","5","6","7"
"1",0.338687344225976,0.0949875380780947,0.133757961783439,0.0257546386042647,0.355303240099695,0.0285239545832179,0.0229853226253115
"2",0.120651369356033,0.0170244263508512,0.305699481865285,0.00222057735011103,0.209474463360474,0.246484085862324,0.0984455958549223
"3",0.0195134990644213,0.00347500668270516,0.000801924619085806,0.455225875434376,0.169206094627105,0.214648489708634,0.137129109863673
"4",0.0632222977566281,0.0224337185588035,0.335146159075459,0.00203942895989123,0.25356900067981,0.00203942895989123,0.321549966009517
"5",0.00540009818360334,0.267223040418917,0.52904598265423,0.000490918016691213,0.0250368188512518,0.123220422189494,0.0495827196858125
"6",0.0133914668327624,0.206477732793522,0.37464964185612,0.00716287760822174,0.253192151977577,0.144191840548116,0.000934288383681096
"7",0.000738734301896085,0.202659443486826,0.133710908643191,0.1509480423541,0.308544693425265,0.173110071410983,0.0302881063777395
"8",0.0115519839276745,0.00150678051230537,0.106981416373682,0.00150678051230537,0.694625816172778,0.0467101958814666,0.137117026619789
"9",0.00105596620908131,0.275607180570222,0.166490672298486,0.12073213657163,0.0538542766631468,0.321365716297078,0.0608940513903555
"10",0.129803816178447,0.0196183821553346,0.00618113410373555,0.0706799247514109,0.49529696318194,0.186240257995163,0.0921795216339693
"11",0.432628223703274,0.0182555780933063,0.171834250941756,0.122573167197914,0.000869313242538395,0.252970153578673,0.000869313242538395
"12",0.094293808174828,0.0174018615944962,0.280453257790368,0.252124645892351,0.0700121408336706,0.227842978551194,0.0578713071630919
"13",0.0245966675482677,0.000793440888653795,0.212377677862999,0.185929648241206,0.500661200740545,0.000793440888653795,0.0748479238296747
"14",0.0635196112460951,0.285664699757029,0.143353002429712,0.143353002429712,0.139881985421729,0.150295036445679,0.0739326622700451
"15",0.132692991817858,0.00106723585912487,0.371042333689079,0.00106723585912487,0.00106723585912487,0.477765919601565,0.0152970473141231
"16",0.00178057800301329,0.000410902616079989,0.326393644706205,0.000410902616079989,0.240104095329407,0.392138063279003,0.0387618134502123
"17",0.0469059678484915,0.31116494164281,0.291345518608236,0.000660647434485796,0.183439770975556,0.146003083021361,0.0204800704690597
