"","1","2","3","4","5","6","7","8","9","10","11","12","13"
"1",0.000972762645914397,0.988326848249027,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397
"2",0.000972762645914397,0.988326848249027,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397
"3",0.000592417061611374,0.0183649289099526,0.000592417061611374,0.000592417061611374,0.382701421800948,0.566350710900474,0.0183649289099526,0.00947867298578199,0.000592417061611374,0.000592417061611374,0.000592417061611374,0.000592417061611374,0.000592417061611374
"4",0.000972762645914397,0.983463035019455,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.00583657587548638,0.000972762645914397,0.000972762645914397,0.000972762645914397
"5",0.00123762376237624,0.341584158415842,0.00742574257425743,0.00123762376237624,0.0878712871287129,0.53960396039604,0.00742574257425743,0.00123762376237624,0.00123762376237624,0.00742574257425743,0.00123762376237624,0.00123762376237624,0.00123762376237624
"6",0.000972762645914397,0.988326848249027,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397
"7",0.0871491875923191,0.0649926144756278,0.000369276218611521,0.0151403249630724,0.0723781388478582,0.522895125553914,0.00221565731166913,0.14069423929099,0.059453471196455,0.000369276218611521,0.00406203840472674,0.0299113737075332,0.000369276218611521
"8",0.210645526613817,0.00113250283125708,0.00113250283125708,0.00113250283125708,0.0237825594563986,0.448471121177803,0.0690826727066818,0.00113250283125708,0.233295583238958,0.00113250283125708,0.00113250283125708,0.00113250283125708,0.00679501698754247
"9",0.000972762645914397,0.988326848249027,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397
"10",0.00123762376237624,0.329207920792079,0.00123762376237624,0.00123762376237624,0.0940594059405941,0.502475247524752,0.0198019801980198,0.0321782178217822,0.0136138613861386,0.00123762376237624,0.00123762376237624,0.00123762376237624,0.00123762376237624
"11",0.000972762645914397,0.988326848249027,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397
"12",0.000972762645914397,0.978599221789883,0.000972762645914397,0.000972762645914397,0.00583657587548638,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.00583657587548638
"13",0.000807754442649435,0.000807754442649435,0.67124394184168,0.000807754442649435,0.000807754442649435,0.000807754442649435,0.000807754442649435,0.000807754442649435,0.29967689822294,0.012924071082391,0.000807754442649435,0.00484652665589661,0.00484652665589661
"14",0.000972762645914397,0.973735408560311,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.00583657587548638,0.00583657587548638,0.00583657587548638,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397
"15",0.000972762645914397,0.988326848249027,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397,0.000972762645914397
"16",0.013901549680948,0.000227894257064722,0.000227894257064722,0.00136736554238833,0.000227894257064722,0.41841385597083,0.000227894257064722,0.561987237921604,0.00136736554238833,0.000227894257064722,0.00136736554238833,0.000227894257064722,0.000227894257064722
"17",0.449612403100775,0.0343300110741971,0.00110741971207088,0.00110741971207088,0.00110741971207088,0.305647840531561,0.00664451827242525,0.00110741971207088,0.194905869324474,0.00110741971207088,0.00110741971207088,0.00110741971207088,0.00110741971207088
