,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
1,0.001733102253,0.001733102253,0.001733102253,0.001733102253,0.6429809359,0.001733102253
2,0.0003549875754,0.07845225417,0.1849485268,0.0003549875754,0.4405395811,0.06780262691
3,0.0001193744777,0.2508057777,0.06100035812,0.002506864032,0.07771278501,0.6065417214
4,0.009610839767,0.02379076729,0.3341736253,0.2664250827,0.2806050102,0.04584843233
5,0.1299093656,0.1126456625,0.1255934398,0.0004315925766,0.3413897281,0.02632714717
6,0.03101169293,0.0005083884087,0.05643111337,0.0005083884087,0.9105236401,0.0005083884087
7,0.002341920375,0.2131147541,0.002341920375,0.02576112412,0.5644028103,0.002341920375
8,0.0003694126339,0.08533431843,0.0003694126339,0.0003694126339,0.7318064278,0.1074990765
9,0.0006464124111,0.0006464124111,0.0006464124111,0.0006464124111,0.0006464124111,0.04589528119
10,0.0002142704093,0.0002142704093,0.0002142704093,0.0002142704093,0.0002142704093,0.006642382687
11,0.0005443658138,0.01687534023,0.005988023952,0.0005443658138,0.1529667937,0.8225367447
12,0.0002926543752,0.1407667545,0.0002926543752,0.0002926543752,0.05297044191,0.8050921861
13,0.000195809673,0.3350303505,0.000195809673,0.02369297043,0.1627178383,0.000195809673
14,0.0002009242516,0.0002009242516,0.0002009242516,0.0002009242516,0.0002009242516,0.0584689572
15,0.000297000297,0.000297000297,0.000297000297,0.000297000297,0.000297000297,0.9982179982
16,0.0001743071292,0.2668642147,0.0001743071292,0.09778629946,0.03677880425,0.0001743071292
17,0.0003249918752,0.0003249918752,0.2960675983,0.006824829379,0.5300617485,0.1660708482
18,0.1891573365,0.1714790807,0.0005892751915,0.0005892751915,0.637006482,0.0005892751915
19,0.0002151925974,0.0002151925974,0.0002151925974,0.0002151925974,0.0002151925974,0.002367118571
20,0.0004593477262,0.0004593477262,0.2071658245,0.0004593477262,0.4368396876,0.05098759761
21,0.8241183277,0.00005030940283,0.1142526538,0.00005030940283,0.05186899432,0.004578155657
22,0.407622927,0.0002909514111,0.4570846669,0.0002909514111,0.1341286005,0.0002909514111
23,0.001090512541,0.001090512541,0.001090512541,0.001090512541,0.001090512541,0.3718647764
24,0.0005724098454,0.0005724098454,0.3268460218,0.0005724098454,0.5558099599,0.1150543789
25,0.008724553386,0.0004154549231,0.6942251766,0.0004154549231,0.0004154549231,0.2953884504
26,0.0002111040743,0.0002111040743,0.0002111040743,0.0002111040743,0.0002111040743,0.0002111040743
27,0.0002508151492,0.0479056935,0.0002508151492,0.0002508151492,0.0002508151492,0.1156257838
28,0.003836763167,0.003836763167,0.7677014301,0.003836763167,0.0003487966516,0.0003487966516
29,0.0004154549231,0.0004154549231,0.7482343166,0.0004154549231,0.0004154549231,0.2496884088
30,0.0005892751915,0.0005892751915,0.006482027107,0.06540954626,0.3187978786,0.6016499705
31,0.001180637544,0.3553719008,0.001180637544,0.001180637544,0.6387249115,0.001180637544
32,0.0002009242516,0.002210166767,0.0002009242516,0.002210166767,0.0002009242516,0.0002009242516
33,0.0005858230814,0.0005858230814,0.2934973638,0.1528998243,0.3110720562,0.0005858230814
34,0.0001648261085,0.4864018461,0.0001648261085,0.06115048624,0.1237844075,0.1122465799
35,0.0005058168943,0.005563985837,0.0005058168943,0.0005058168943,0.4810318665,0.0005058168943
36,0.05335399602,0.0002213858756,0.2858091654,0.0002213858756,0.5492583573,0.0002213858756
37,0.000211999152,0.000211999152,0.006571973712,0.002331990672,0.000211999152,0.002331990672
38,0.2859744991,0.0006071645416,0.2313296903,0.0006071645416,0.0006071645416,0.006678809957
39,0.001303780965,0.05345501956,0.705345502,0.1316818774,0.001303780965,0.001303780965
40,0.03232725601,0.2560134825,0.0001532097441,0.0001532097441,0.2590776773,0.0001532097441
41,0.0002843332386,0.0002843332386,0.0002843332386,0.0002843332386,0.2647142451,0.7338640887
42,0.0003562522266,0.01104381902,0.0003562522266,0.0003562522266,0.3138582116,0.6736729605
43,0.0002843332386,0.0002843332386,0.0002843332386,0.0002843332386,0.3244242252,0.6741541086
44,0.0003079765938,0.4037573144,0.0003079765938,0.0003079765938,0.5947028026,0.0003079765938
45,0.06848217861,0.4369243092,0.0004004805767,0.0004004805767,0.4929915899,0.0004004805767
46,0.0001224439819,0.0001224439819,0.0001224439819,0.0001224439819,0.0001224439819,0.9808987388
47,0.0002780094523,0.01695857659,0.0002780094523,0.0002780094523,0.2727272727,0.7092021129
48,0.001239157373,0.001239157373,0.001239157373,0.001239157373,0.9925650558,0.001239157373
49,0.0006591957811,0.0006591957811,0.0006591957811,0.0006591957811,0.3895847067,0.6071193144
50,0.0008285004143,0.0008285004143,0.0008285004143,0.0008285004143,0.3405136703,0.6553438277
51,0.001127395716,0.001127395716,0.001127395716,0.001127395716,0.9932356257,0.001127395716
52,0.0004909180167,0.0004909180167,0.0004909180167,0.005400098184,0.01030927835,0.9381443299
53,0.000634115409,0.000634115409,0.000634115409,0.01965757768,0.01331642359,0.000634115409
54,0.000377786173,0.000377786173,0.325273895,0.185493011,0.3592746505,0.000377786173
55,0.00272479564,0.1389645777,0.00272479564,0.00272479564,0.7384196185,0.1117166213
56,0.0003347840643,0.0003347840643,0.6230331436,0.0003347840643,0.3752929361,0.0003347840643
57,0.2640382318,0.02508960573,0.09677419355,0.00119474313,0.2043010753,0.3954599761
58,0.08860759494,0.01155751238,0.3968079252,0.0005503577325,0.292239956,0.0005503577325
59,0.00001058458672,0.9991955714,0.0007515056575,0.00001058458672,0.00001058458672,0.00001058458672
60,0.0003208213025,0.0003208213025,0.5681745268,0.0003208213025,0.4302213667,0.0003208213025
61,0.7496645582,0.0001916810427,0.237876174,0.0001916810427,0.01169254361,0.0001916810427
62,0.2329828445,0.0005534034311,0.6978417266,0.0005534034311,0.0005534034311,0.06696181516
63,0.02142606252,0.01088865472,0.3094485423,0.6009834914,0.0003512469266,0.03547593959
64,0.2678157962,0.0002572678158,0.2215075894,0.0002572678158,0.2086441986,0.2189349112
65,0.0003512469266,0.0003512469266,0.003863716192,0.0003512469266,0.6501580611,0.0003512469266
66,0.4807557733,0.0002332633543,0.4970842081,0.0002332633543,0.0002332633543,0.02122696524
67,0.0002606202763,0.4902267396,0.0002606202763,0.06020328382,0.1409955695,0.2895491269
68,0.0005473453749,0.0005473453749,0.9967159278,0.0005473453749,0.0005473453749,0.0005473453749
69,0.0003512469266,0.0003512469266,0.0003512469266,0.003863716192,0.5307341061,0.03898840885
70,0.001375515818,0.001375515818,0.001375515818,0.07015130674,0.9229711142,0.001375515818
71,0.001356852103,0.001356852103,0.001356852103,0.001356852103,0.9918588874,0.001356852103
72,0.0002935133549,0.1176988553,0.0002935133549,0.003228646903,0.5520986205,0.1235691224
73,0.01674277017,0.03196347032,0.001522070015,0.001522070015,0.8386605784,0.001522070015
74,0.0002943773918,0.0002943773918,0.3888725346,0.6067118045,0.00323815131,0.0002943773918
75,0.0002399808015,0.0002399808015,0.2978161747,0.6865850732,0.01463882889,0.0002399808015
76,0.0002428953121,0.0002428953121,0.3208647073,0.6779208161,0.0002428953121,0.0002428953121
77,0.00676090965,0.1112476951,0.00061462815,0.00061462815,0.03134603565,0.00061462815
78,0.0002772387025,0.005822012753,0.0002772387025,0.0002772387025,0.7127807042,0.0002772387025
79,0.02021876036,0.0003314550878,0.6201524693,0.0003314550878,0.003646005966,0.3549883991
80,0.8867510889,0.02224017077,0.09089335679,0.00002884587648,0.00002884587648,0.00002884587648
81,0.001003009027,0.001003009027,0.9839518556,0.001003009027,0.001003009027,0.0110330993
82,0.0003988831272,0.0003988831272,0.6465895493,0.0003988831272,0.1280414838,0.2237734344
83,0.1244911078,0.0323548318,0.0002142704093,0.1159202914,0.5166059567,0.2101992715
84,0.0844604749,0.0003005710851,0.6435226931,0.006311992786,0.003306281936,0.2617974151
85,0.0004053506283,0.0004053506283,0.9935143899,0.0004053506283,0.0004053506283,0.0004053506283
86,0.00005996282305,0.02404509204,0.05102836242,0.00005996282305,0.00005996282305,0.08340828686
87,0.0004154549231,0.0004154549231,0.5695886996,0.0004154549231,0.2455338596,0.1832156211
88,0.00292786798,0.0002661698163,0.3010380623,0.0002661698163,0.6177801437,0.0002661698163
89,0.001090512541,0.001090512541,0.9934569248,0.001090512541,0.001090512541,0.001090512541
90,0.009631195678,0.0002349072117,0.5358233498,0.0002349072117,0.4536058257,0.0002349072117
91,0.0003895597974,0.004285157772,0.5964160499,0.0003895597974,0.0003895597974,0.3977405532
92,0.0009460737938,0.0009460737938,0.3226111637,0.0009460737938,0.5023651845,0.0009460737938
93,0.0005058168943,0.0005058168943,0.3950429944,0.02579666161,0.0005058168943,0.5771370764
94,0.0003763643207,0.004140007527,0.0003763643207,0.0003763643207,0.7267595032,0.0003763643207
95,0.0002626740215,0.0002626740215,0.9984239559,0.0002626740215,0.0002626740215,0.0002626740215
96,0.0002780094523,0.0002780094523,0.9983319433,0.0002780094523,0.0002780094523,0.0002780094523
97,0.0002795638803,0.0002795638803,0.9983226167,0.0002795638803,0.0002795638803,0.0002795638803
98,0.006673021926,0.0003177629488,0.6136002542,0.02891642834,0.2449952336,0.1051795361
99,0.0003640334911,0.0003640334911,0.9978157991,0.0003640334911,0.0003640334911,0.0003640334911
100,0.04336399474,0.00581941055,0.000187722921,0.3700018772,0.403792003,0.1766472686
101,0.08384558643,0.0002458814851,0.7944430784,0.0002458814851,0.1207278092,0.0002458814851
102,0.0002165908599,0.6304959931,0.0002165908599,0.0002165908599,0.3684210526,0.0002165908599
103,0.07760044029,0.0005503577325,0.6279581728,0.0005503577325,0.04457897633,0.0005503577325
104,0.00030422878,0.00030422878,0.00030422878,0.00030422878,0.7547916033,0.08548828719
105,0.0004814636495,0.0004814636495,0.5686085701,0.0004814636495,0.111218103,0.3182474723
106,0.0001351899419,0.0001351899419,0.2056239016,0.0001351899419,0.08530485332,0.0001351899419
107,0.07672204592,0.0001866716446,0.0001866716446,0.0001866716446,0.8402090722,0.07858876237
108,0.0006222775358,0.0006222775358,0.0006222775358,0.006845052894,0.9589296826,0.0006222775358
109,0.0005327650506,0.03782631859,0.03249866809,0.05380927011,0.831646244,0.0005327650506
110,0.1308848903,0.0002464875524,0.7298496426,0.0002464875524,0.1382795169,0.0002464875524
111,0.0001316309069,0.0001316309069,0.3002500987,0.0001316309069,0.008029485323,0.005396867184
112,0.0005083884087,0.0005083884087,0.9918657855,0.005592272496,0.0005083884087,0.0005083884087
113,0.0001891431814,0.0001891431814,0.0001891431814,0.0001891431814,0.0001891431814,0.0001891431814
114,0.001897533207,0.4573055028,0.1122994652,0.005347593583,0.06572365016,0.05192340866
115,0.0005627462015,0.0005627462015,0.9966235228,0.0005627462015,0.0005627462015,0.0005627462015
116,0.1551353674,0.0004297378599,0.8427159433,0.0004297378599,0.0004297378599,0.0004297378599
117,0.0003627130939,0.0003627130939,0.0003627130939,0.0003627130939,0.9905694596,0.007616974973
118,0.003598298986,0.1082760877,0.886817141,0.0003271180896,0.0003271180896,0.0003271180896
119,0.01146840567,0.0002248706993,0.6321115359,0.0002248706993,0.3555205757,0.0002248706993
120,0.0002566076469,0.0002566076469,0.9958942776,0.0002566076469,0.0002566076469,0.0002566076469
121,0.0003792188093,0.0003792188093,0.9939324991,0.0003792188093,0.0003792188093,0.004171406902
122,0.0006863417982,0.0006863417982,0.9958819492,0.0006863417982,0.0006863417982,0.0006863417982
123,0.0001071007818,0.0001071007818,0.9972153797,0.0001071007818,0.0001071007818,0.0001071007818
124,0.0001916810427,0.0001916810427,0.9988499137,0.0001916810427,0.0001916810427,0.0001916810427
125,0.0005109862034,0.0005109862034,0.9969340828,0.0005109862034,0.0005109862034,0.0005109862034
126,0.0004053506283,0.0004053506283,0.9894608837,0.008512363194,0.0004053506283,0.0004053506283
127,0.05208929594,0.0005724098454,0.8420148827,0.0005724098454,0.09788208357,0.0062965083
128,0.0003792188093,0.0003792188093,0.9977246871,0.0003792188093,0.0003792188093,0.0003792188093
129,0.0002514458134,0.005280362082,0.2240382198,0.0002514458134,0.7621322605,0.007794820216
130,0.000165645188,0.000165645188,0.9956932251,0.001822097068,0.000165645188,0.001822097068
131,0.0002033760423,0.008338417734,0.8787878788,0.0002033760423,0.03884482408,0.0002033760423
132,0.1519296532,0.0004885197851,0.8456277479,0.0004885197851,0.0004885197851,0.0004885197851
133,0.03253485878,0.0003575259206,0.9299249196,0.0003575259206,0.02180908116,0.0003575259206
134,0.001090512541,0.001090512541,0.001090512541,0.001090512541,0.6335877863,0.04471101418
135,0.0001634788295,0.3303907144,0.0001634788295,0.005067843714,0.134216119,0.001798267124
136,0.005535983895,0.0005032712632,0.8007045798,0.0005032712632,0.1917463513,0.0005032712632
137,0.3088248416,0.00008922994557,0.6907290087,0.00008922994557,0.00008922994557,0.00008922994557
138,0.3202230701,0.0002935133549,0.6665688289,0.003228646903,0.0002935133549,0.0002935133549
139,0.7236492471,0.006200177148,0.2542072631,0.0002952465309,0.0002952465309,0.006200177148
140,0.7617375471,0.00004335197468,0.2337104955,0.00004335197468,0.004378549443,0.00004335197468
141,0.804269476,0.005822012753,0.08899362351,0.0002772387025,0.0002772387025,0.0002772387025
142,0.6844162189,0.0004885197851,0.288715193,0.0004885197851,0.0004885197851,0.02491450904
143,0.0002749518834,0.0002749518834,0.9983502887,0.0002749518834,0.0002749518834,0.0002749518834
144,0.3398669933,0.0003500175009,0.6268813441,0.0003500175009,0.01785089254,0.0003500175009
145,0.5860704393,0.0003957261575,0.2892758211,0.004352987732,0.008310249307,0.0003957261575
146,0.6717656209,0.0002592688618,0.2154524242,0.0002592688618,0.0002592688618,0.1117448794
147,0.1686023228,0.0004004805767,0.0004004805767,0.0004004805767,0.8293952743,0.0004004805767
148,0.0005414185165,0.0005414185165,0.0005414185165,0.0005414185165,0.5636166757,0.0005414185165
149,0.0001755309812,0.0001755309812,0.0001755309812,0.0001755309812,0.4969282078,0.003686150606
150,0.4990336297,0.0003865481252,0.3018940858,0.0003865481252,0.151140317,0.04677232315
151,0.0003694126339,0.0003694126339,0.0003694126339,0.0003694126339,0.0003694126339,0.8721832287
152,0.1795557934,0.000267594327,0.4123628579,0.000267594327,0.18490768,0.008295424137
153,0.0159453303,0.0007593014427,0.0007593014427,0.0007593014427,0.9802581625,0.0007593014427
154,0.05955028416,0.0150728935,0.0002470966148,0.007659995058,0.7958981962,0.1188534717
155,0.0002175331738,0.0002175331738,0.1068087883,0.0002175331738,0.815966935,0.07635414401
156,0.09586730391,0.0002811357886,0.003092493674,0.0002811357886,0.5007028395,0.1661512511
157,0.001733102253,0.001733102253,0.001733102253,0.001733102253,0.9896013865,0.001733102253
158,0.1666461083,0.0001233501912,0.8253361293,0.0001233501912,0.007524361663,0.0001233501912
159,0.1444823663,0.0003792188093,0.8498293515,0.004171406902,0.0003792188093,0.0003792188093
160,0.08430367955,0.005123428039,0.6991150442,0.0004657661854,0.1867722403,0.02375407545
161,0.0198189381,0.0002446782481,0.2963053585,0.2057744067,0.1641791045,0.007585025691
162,0.0002654632333,0.0002654632333,0.9214228829,0.0002654632333,0.0002654632333,0.0772498009
163,0.006369426752,0.0005790387956,0.0005790387956,0.6085697742,0.3827446439,0.0005790387956
164,0.0005627462015,0.0005627462015,0.0005627462015,0.5745638717,0.4226223973,0.0005627462015
165,0.1334431631,0.001647446458,0.3805601318,0.001647446458,0.4794069193,0.001647446458
166,0.02236563926,0.1047067987,0.1013686436,0.1058195171,0.1247357294,0.0590853455
167,0.000451059991,0.000451059991,0.1087054578,0.000451059991,0.8890392422,0.000451059991
168,0.0929743374,0.0004206983593,0.7324358435,0.0004206983593,0.08876735381,0.08456037021
169,0.0002058884085,0.0002058884085,0.8937615812,0.0002058884085,0.01255919292,0.014618077
170,0.07543008381,0.004852227614,0.7944419938,0.0004411116012,0.1239523599,0.0004411116012
171,0.005347593583,0.1122994652,0.005347593583,0.005347593583,0.8609625668,0.005347593583
172,0.3691735774,0.0002859593938,0.200457535,0.0002859593938,0.0002859593938,0.42922505
173,0.000474608448,0.000474608448,0.8073089701,0.000474608448,0.1096345515,0.000474608448
174,0.0001773993259,0.0001773993259,0.1580627994,0.07645910946,0.4791555792,0.001951392585
175,0.2146683148,0.008652657602,0.7255871446,0.0004120313144,0.0004120313144,0.04985578904
176,0.0003763643207,0.0003763643207,0.9299962364,0.0003763643207,0.0003763643207,0.0003763643207
177,0.0004391743522,0.0004391743522,0.9885814668,0.0004391743522,0.0004391743522,0.0004391743522
178,0.04622773664,0.000200120072,0.7366419852,0.02021212728,0.000200120072,0.000200120072
179,0.0002592688618,0.0002592688618,0.6069484055,0.0002592688618,0.05470572984,0.0002592688618
180,0.0005136106831,0.0005136106831,0.9866461222,0.0005136106831,0.0005136106831,0.0005136106831
181,0.1510267741,0.2186119054,0.1536262022,0.0002599428126,0.4759552898,0.0002599428126
182,0.433937178,0.001828153565,0.3026425129,0.0001661957786,0.0001661957786,0.2610935682
183,0.0004411116012,0.05337450375,0.9355977062,0.0004411116012,0.0004411116012,0.0004411116012
184,0.0004260758415,0.0004260758415,0.997443545,0.0004260758415,0.0004260758415,0.0004260758415
185,0.002518891688,0.002518891688,0.002518891688,0.002518891688,0.1032745592,0.002518891688
186,0.2924930219,0.0001469075951,0.1029822242,0.0001469075951,0.2469516674,0.3571323637
187,0.2484207434,0.0001469075951,0.1661524901,0.0001469075951,0.2337299838,0.3512560599
188,0.6138575321,0.0001297521733,0.3751135332,0.0001297521733,0.0001297521733,0.01050992604
189,0.193828351,0.0009643201543,0.743490839,0.0009643201543,0.0009643201543,0.05882352941
190,0.4295680172,0.002951435471,0.3249262141,0.0002683123155,0.02709954387,0.0002683123155
