,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9
1146,0.001278772379,0.001278772379,0.001278772379,0.007672634271,0.3976982097,0.001278772379,0.001278772379,0.001278772379,0.001278772379
1147,0.0004679457183,0.0004679457183,0.0004679457183,0.0004679457183,0.0004679457183,0.9948525971,0.0004679457183,0.0004679457183,0.0004679457183
1148,0.0004679457183,0.0004679457183,0.0004679457183,0.00280767431,0.0004679457183,0.9925128685,0.0004679457183,0.0004679457183,0.0004679457183
1149,0.00280767431,0.0004679457183,0.0004679457183,0.00280767431,0.0004679457183,0.9878334113,0.0004679457183,0.0004679457183,0.00280767431
1150,0.0004679457183,0.0004679457183,0.0004679457183,0.0004679457183,0.0004679457183,0.9925128685,0.0004679457183,0.00280767431,0.0004679457183
1151,0.2432338654,0.000346981263,0.000346981263,0.000346981263,0.000346981263,0.753296322,0.000346981263,0.000346981263,0.000346981263
1152,0.2449687717,0.000346981263,0.000346981263,0.000346981263,0.000346981263,0.7463566967,0.000346981263,0.000346981263,0.000346981263
1153,0.0004604051565,0.0004604051565,0.0004604051565,0.0004604051565,0.0004604051565,0.9949355433,0.0004604051565,0.0004604051565,0.0004604051565
1154,0.0004604051565,0.0004604051565,0.0004604051565,0.0004604051565,0.0004604051565,0.9949355433,0.0004604051565,0.0004604051565,0.0004604051565
1155,0.0004171881519,0.0004171881519,0.0004171881519,0.0004171881519,0.0004171881519,0.8619107217,0.0004171881519,0.0004171881519,0.00458906967
1156,0.0004171881519,0.0004171881519,0.0004171881519,0.0004171881519,0.002503128911,0.8535669587,0.0004171881519,0.0004171881519,0.0004171881519
1157,0.0004171881519,0.0004171881519,0.0004171881519,0.0004171881519,0.0004171881519,0.8765123071,0.0004171881519,0.0004171881519,0.0004171881519
1158,0.0004171881519,0.0004171881519,0.0004171881519,0.0004171881519,0.0004171881519,0.8785982478,0.0004171881519,0.0004171881519,0.0004171881519
1159,0.000384319754,0.000384319754,0.002305918524,0.000384319754,0.000384319754,0.000384319754,0.000384319754,0.000384319754,0.002305918524
1160,0.000384319754,0.000384319754,0.000384319754,0.000384319754,0.000384319754,0.000384319754,0.023443505,0.000384319754,0.000384319754
1161,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.004285157772,0.0003895597974,0.006232956759
1162,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974
1163,0.0004004805767,0.0004004805767,0.0004004805767,0.006407689227,0.0004004805767,0.004405286344,0.0004004805767,0.0004004805767,0.004405286344
1164,0.0004004805767,0.0004004805767,0.0004004805767,0.0004004805767,0.0004004805767,0.0004004805767,0.006407689227,0.0004004805767,0.0004004805767
1165,0.0003895597974,0.0003895597974,0.002337358785,0.0003895597974,0.0003895597974,0.0003895597974,0.01012855473,0.0003895597974,0.002337358785
1166,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.0003895597974,0.006232956759
1167,0.0004551661356,0.0004551661356,0.0004551661356,0.0004551661356,0.0004551661356,0.9949931725,0.0004551661356,0.0004551661356,0.0004551661356
1168,0.0004551661356,0.0004551661356,0.0004551661356,0.0004551661356,0.0004551661356,0.9949931725,0.0004551661356,0.0004551661356,0.0004551661356
